reading_id,session_id,food_id,food_type,timestamp,days_since_start,storage,mq135_baseline,mq3_baseline,mq135_mean,mq135_std,mq3_mean,mq3_std,fsr_median,temp_c,rh_pct,label,data_source,notes
0,2026-06-01_AM,APPLE_01,apple,2026-06-01T06:00:00,0.0,room,62,21,79,4.3,24,5.3,501,29.2,60.5,fresh,synthetic_v0,simulated; ranges are estimates
614,2026-06-24_AM,POTATO_01,potato,2026-06-24T06:00:00,23.0,room,63,26,87,11.4,30,2.2,592,26.1,52.3,ripe,synthetic_v0,simulated; ranges are estimates
615,2026-06-24_PM,POTATO_01,potato,2026-06-24T18:00:00,23.5,room,62,27,94,5.5,37,4.0,477,25.6,50.7,ripe,synthetic_v0,simulated; ranges are estimates
616,2026-06-25_AM,POTATO_01,potato,2026-06-25T06:00:00,24.0,room,58,26,133,3.0,59,5.0,253,23.8,69.8,overripe,synthetic_v0,simulated; ranges are estimates
617,2026-06-25_PM,POTATO_01,potato,2026-06-25T18:00:00,24.5,room,55,26,147,7.4,89,1.5,230,28.6,58.3,overripe,synthetic_v0,simulated; ranges are estimates
618,2026-06-26_AM,POTATO_01,potato,2026-06-26T06:00:00,25.0,room,63,20,148,5.2,31,1.9,417,30.4,59.5,overripe,synthetic_v0,simulated; ranges are estimates
619,2026-06-26_PM,POTATO_01,potato,2026-06-26T18:00:00,25.5,room,70,27,142,6.9,57,4.3,432,27.7,59.6,overripe,synthetic_v0,simulated; ranges are estimates
620,2026-06-27_AM,POTATO_01,potato,2026-06-27T06:00:00,26.0,room,68,22,133,3.2,43,2.9,322,30.2,58.3,overripe,synthetic_v0,simulated; ranges are estimates
621,2026-06-27_PM,POTATO_01,potato,2026-06-27T18:00:00,26.5,room,66,15,138,5.0,40,1.5,361,29.4,61.9,overripe,synthetic_v0,simulated; ranges are estimates
622,2026-06-28_AM,POTATO_01,potato,2026-06-28T06:00:00,27.0,room,63,19,108,6.4,48,1.9,437,28.3,59.6,overripe,synthetic_v0,simulated; ranges are estimates
623,2026-06-28_PM,POTATO_01,potato,2026-06-28T18:00:00,27.5,room,67,24,149,5.6,40,4.6,275,25.5,65.6,overripe,synthetic_v0,simulated; ranges are estimates
624,2026-06-29_AM,POTATO_01,potato,2026-06-29T06:00:00,28.0,room,68,21,229,3.0,71,5.6,203,27.8,59.2,rotten,synthetic_v0,simulated; ranges are estimates
625,2026-06-29_PM,POTATO_01,potato,2026-06-29T18:00:00,28.5,room,58,21,190,4.7,134,5.3,154,24.7,62.8,rotten,synthetic_v0,simulated; ranges are estimates
626,2026-06-30_AM,POTATO_01,potato,2026-06-30T06:00:00,29.0,room,73,25,324,5.4,102,4.8,115,26.8,66.1,rotten,synthetic_v0,simulated; ranges are estimates
627,2026-06-30_PM,POTATO_01,potato,2026-06-30T18:00:00,29.5,room,75,21,204,7.8,143,3.2,146,29.2,58.7,rotten,synthetic_v0,simulated; ranges are estimates
628,2026-07-01_AM,POTATO_01,potato,2026-07-01T06:00:00,30.0,room,65,19,203,7.3,189,3.2,144,26.4,58.1,rotten,synthetic_v0,simulated; ranges are estimates
629,2026-07-01_PM,POTATO_01,potato,2026-07-01T18:00:00,30.5,room,72,19,309,6.7,131,5.0,236,29.1,50.8,rotten,synthetic_v0,simulated; ranges are estimates
630,2026-07-02_AM,POTATO_01,potato,2026-07-02T06:00:00,31.0,room,65,17,194,6.2,138,1.5,164,31.1,52.8,rotten,synthetic_v0,simulated; ranges are estimates
631,2026-07-02_PM,POTATO_01,potato,2026-07-02T18:00:00,31.5,room,78,16,146,3.9,122,1.9,90,29.2,65.7,rotten,synthetic_v0,simulated; ranges are estimates
632,2026-06-01_AM,POTATO_02,potato,2026-06-01T06:00:00,0.0,room,69,23,84,4.3,27,5.5,605,27.9,57.4,fresh,synthetic_v0,simulated; ranges are estimates
633,2026-06-01_PM,POTATO_02,potato,2026-06-01T18:00:00,0.5,room,67,23,86,10.9,31,6.0,547,26.9,57.8,fresh,synthetic_v0,simulated; ranges are estimates
634,2026-06-02_AM,POTATO_02,potato,2026-06-02T06:00:00,1.0,room,71,26,79,3.4,29,2.3,626,27.3,56.5,fresh,synthetic_v0,simulated; ranges are estimates
635,2026-06-02_PM,POTATO_02,potato,2026-06-02T18:00:00,1.5,room,80,29,94,7.6,35,4.7,491,29.9,58.3,fresh,synthetic_v0,simulated; ranges are estimates
636,2026-06-03_AM,POTATO_02,potato,2026-06-03T06:00:00,2.0,room,73,27,90,6.0,28,2.4,593,24.9,58.9,fresh,synthetic_v0,simulated; ranges are estimates
637,2026-06-03_PM,POTATO_02,potato,2026-06-03T18:00:00,2.5,room,79,31,106,5.1,37,3.2,603,27.0,43.5,fresh,synthetic_v0,simulated; ranges are estimates
638,2026-06-04_AM,POTATO_02,potato,2026-06-04T06:00:00,3.0,room,80,25,87,9.5,26,7.1,549,25.5,57.2,fresh,synthetic_v0,simulated; ranges are estimates
639,2026-06-04_PM,POTATO_02,potato,2026-06-04T18:00:00,3.5,room,70,30,82,9.2,36,4.8,537,29.0,38.7,fresh,synthetic_v0,simulated; ranges are estimates
640,2026-06-05_AM,POTATO_02,potato,2026-06-05T06:00:00,4.0,room,75,34,96,3.6,34,6.6,544,28.4,53.9,fresh,synthetic_v0,simulated; ranges are estimates
641,2026-06-05_PM,POTATO_02,potato,2026-06-05T18:00:00,4.5,room,76,20,90,5.2,25,5.5,468,25.8,61.8,fresh,synthetic_v0,simulated; ranges are estimates
642,2026-06-06_AM,POTATO_02,potato,2026-06-06T06:00:00,5.0,room,77,33,88,3.3,36,3.7,599,27.3,58.9,fresh,synthetic_v0,simulated; ranges are estimates
643,2026-06-06_PM,POTATO_02,potato,2026-06-06T18:00:00,5.5,room,80,30,95,6.3,36,3.7,520,27.9,47.0,fresh,synthetic_v0,simulated; ranges are estimates
644,2026-06-07_AM,POTATO_02,potato,2026-06-07T06:00:00,6.0,room,83,26,102,8.4,28,5.5,530,28.3,66.1,fresh,synthetic_v0,simulated; ranges are estimates
645,2026-06-07_PM,POTATO_02,potato,2026-06-07T18:00:00,6.5,room,76,29,96,5.4,33,4.0,628,29.1,60.2,fresh,synthetic_v0,simulated; ranges are estimates
646,2026-06-08_AM,POTATO_02,potato,2026-06-08T06:00:00,7.0,room,77,29,94,6.0,31,5.3,553,27.9,74.5,fresh,synthetic_v0,simulated; ranges are estimates
647,2026-06-08_PM,POTATO_02,potato,2026-06-08T18:00:00,7.5,room,77,28,84,8.3,32,4.0,534,27.3,69.8,fresh,synthetic_v0,simulated; ranges are estimates
648,2026-06-09_AM,POTATO_02,potato,2026-06-09T06:00:00,8.0,room,84,33,91,6.5,35,3.6,643,29.1,68.1,fresh,synthetic_v0,simulated; ranges are estimates
649,2026-06-09_PM,POTATO_02,potato,2026-06-09T18:00:00,8.5,room,76,30,85,4.0,37,3.2,507,28.7,57.4,fresh,synthetic_v0,simulated; ranges are estimates
650,2026-06-10_AM,POTATO_02,potato,2026-06-10T06:00:00,9.0,room,75,30,80,5.8,33,3.7,612,28.6,43.8,fresh,synthetic_v0,simulated; ranges are estimates
651,2026-06-10_PM,POTATO_02,potato,2026-06-10T18:00:00,9.5,room,80,39,94,7.9,45,1.5,635,28.8,80.6,fresh,synthetic_v0,simulated; ranges are estimates
652,2026-06-11_AM,POTATO_02,potato,2026-06-11T06:00:00,10.0,room,80,26,94,4.1,27,4.1,616,26.7,55.6,fresh,synthetic_v0,simulated; ranges are estimates
653,2026-06-11_PM,POTATO_02,potato,2026-06-11T18:00:00,10.5,room,83,30,91,6.2,33,5.5,501,27.2,72.6,fresh,synthetic_v0,simulated; ranges are estimates
654,2026-06-12_AM,POTATO_02,potato,2026-06-12T06:00:00,11.0,room,74,29,79,2.5,33,3.5,657,29.9,48.4,fresh,synthetic_v0,simulated; ranges are estimates
655,2026-06-12_PM,POTATO_02,potato,2026-06-12T18:00:00,11.5,room,79,34,97,5.9,41,3.2,650,26.6,67.8,fresh,synthetic_v0,simulated; ranges are estimates
656,2026-06-13_AM,POTATO_02,potato,2026-06-13T06:00:00,12.0,room,70,29,83,11.1,31,3.8,572,27.3,68.1,fresh,synthetic_v0,simulated; ranges are estimates
657,2026-06-13_PM,POTATO_02,potato,2026-06-13T18:00:00,12.5,room,76,34,90,2.3,38,4.6,483,26.0,70.0,fresh,synthetic_v0,simulated; ranges are estimates
658,2026-06-14_AM,POTATO_02,potato,2026-06-14T06:00:00,13.0,room,74,29,81,4.0,32,5.8,521,28.5,58.1,fresh,synthetic_v0,simulated; ranges are estimates
659,2026-06-14_PM,POTATO_02,potato,2026-06-14T18:00:00,13.5,room,77,30,87,9.1,38,3.7,532,29.2,65.9,fresh,synthetic_v0,simulated; ranges are estimates
660,2026-06-15_AM,POTATO_02,potato,2026-06-15T06:00:00,14.0,room,77,27,96,6.1,32,3.2,547,27.5,73.7,fresh,synthetic_v0,simulated; ranges are estimates
661,2026-06-15_PM,POTATO_02,potato,2026-06-15T18:00:00,14.5,room,69,27,89,6.3,36,3.0,538,28.2,45.8,fresh,synthetic_v0,simulated; ranges are estimates
662,2026-06-16_AM,POTATO_02,potato,2026-06-16T06:00:00,15.0,room,74,30,86,7.5,32,2.2,517,28.8,76.6,fresh,synthetic_v0,simulated; ranges are estimates
663,2026-06-16_PM,POTATO_02,potato,2026-06-16T18:00:00,15.5,room,77,25,94,6.8,30,4.0,494,30.9,58.0,fresh,synthetic_v0,simulated; ranges are estimates
664,2026-06-17_AM,POTATO_02,potato,2026-06-17T06:00:00,16.0,room,74,25,80,4.1,28,4.0,609,25.9,58.6,fresh,synthetic_v0,simulated; ranges are estimates
665,2026-06-17_PM,POTATO_02,potato,2026-06-17T18:00:00,16.5,room,73,27,81,6.1,32,2.5,641,27.5,47.2,fresh,synthetic_v0,simulated; ranges are estimates
666,2026-06-18_AM,POTATO_02,potato,2026-06-18T06:00:00,17.0,room,64,32,75,5.9,37,5.0,554,24.0,61.6,fresh,synthetic_v0,simulated; ranges are estimates
667,2026-06-18_PM,POTATO_02,potato,2026-06-18T18:00:00,17.5,room,68,33,77,4.2,41,4.3,547,27.7,72.3,fresh,synthetic_v0,simulated; ranges are estimates
668,2026-06-19_AM,POTATO_02,potato,2026-06-19T06:00:00,18.0,room,68,28,85,8.8,32,4.9,595,28.3,69.9,fresh,synthetic_v0,simulated; ranges are estimates
669,2026-06-19_PM,POTATO_02,potato,2026-06-19T18:00:00,18.5,room,66,28,93,8.9,35,5.2,538,28.5,57.4,fresh,synthetic_v0,simulated; ranges are estimates
670,2026-06-20_AM,POTATO_02,potato,2026-06-20T06:00:00,19.0,room,66,27,75,5.2,30,5.4,571,29.9,67.8,fresh,synthetic_v0,simulated; ranges are estimates
671,2026-06-20_PM,POTATO_02,potato,2026-06-20T18:00:00,19.5,room,64,29,72,11.2,36,6.2,566,29.1,62.0,fresh,synthetic_v0,simulated; ranges are estimates
672,2026-06-21_AM,POTATO_02,potato,2026-06-21T06:00:00,20.0,room,65,23,66,2.0,25,3.2,557,27.6,58.3,fresh,synthetic_v0,simulated; ranges are estimates
673,2026-06-21_PM,POTATO_02,potato,2026-06-21T18:00:00,20.5,room,61,25,82,5.9,32,2.8,556,26.8,68.1,fresh,synthetic_v0,simulated; ranges are estimates
674,2026-06-22_AM,POTATO_02,potato,2026-06-22T06:00:00,21.0,room,61,22,73,5.9,25,5.3,467,28.7,77.8,fresh,synthetic_v0,simulated; ranges are estimates
675,2026-06-22_PM,POTATO_02,potato,2026-06-22T18:00:00,21.5,room,68,30,91,4.9,38,4.2,604,27.0,63.2,fresh,synthetic_v0,simulated; ranges are estimates
676,2026-06-23_AM,POTATO_02,potato,2026-06-23T06:00:00,22.0,room,60,23,74,3.1,25,2.3,469,26.7,63.3,fresh,synthetic_v0,simulated; ranges are estimates
677,2026-06-23_PM,POTATO_02,potato,2026-06-23T18:00:00,22.5,room,63,28,86,8.2,35,5.4,569,28.6,70.2,fresh,synthetic_v0,simulated; ranges are estimates
678,2026-06-24_AM,POTATO_02,potato,2026-06-24T06:00:00,23.0,room,53,23,63,3.1,27,6.1,632,26.2,50.9,fresh,synthetic_v0,simulated; ranges are estimates
679,2026-06-24_PM,POTATO_02,potato,2026-06-24T18:00:00,23.5,room,61,23,79,5.1,28,3.9,608,28.0,73.5,fresh,synthetic_v0,simulated; ranges are estimates
680,2026-06-25_AM,POTATO_02,potato,2026-06-25T06:00:00,24.0,room,51,21,87,5.7,24,3.0,436,28.1,65.0,ripe,synthetic_v0,simulated; ranges are estimates
681,2026-06-25_PM,POTATO_02,potato,2026-06-25T18:00:00,24.5,room,61,22,100,5.1,26,5.9,466,28.9,69.4,ripe,synthetic_v0,simulated; ranges are estimates
682,2026-06-26_AM,POTATO_02,potato,2026-06-26T06:00:00,25.0,room,58,22,80,9.0,27,2.3,500,27.3,59.4,ripe,synthetic_v0,simulated; ranges are estimates
683,2026-06-26_PM,POTATO_02,potato,2026-06-26T18:00:00,25.5,room,65,18,109,6.3,19,4.6,428,27.8,57.1,ripe,synthetic_v0,simulated; ranges are estimates
684,2026-06-27_AM,POTATO_02,potato,2026-06-27T06:00:00,26.0,room,66,23,95,9.4,31,5.2,463,29.8,55.1,ripe,synthetic_v0,simulated; ranges are estimates
685,2026-06-27_PM,POTATO_02,potato,2026-06-27T18:00:00,26.5,room,61,22,88,5.4,36,5.0,484,28.3,65.8,ripe,synthetic_v0,simulated; ranges are estimates
686,2026-06-28_AM,POTATO_02,potato,2026-06-28T06:00:00,27.0,room,58,21,94,2.0,31,2.4,421,27.9,60.5,ripe,synthetic_v0,simulated; ranges are estimates
687,2026-06-28_PM,POTATO_02,potato,2026-06-28T18:00:00,27.5,room,71,23,110,5.7,38,2.4,422,30.1,63.1,ripe,synthetic_v0,simulated; ranges are estimates
688,2026-06-29_AM,POTATO_02,potato,2026-06-29T06:00:00,28.0,room,62,21,105,4.7,27,4.5,425,27.5,56.4,ripe,synthetic_v0,simulated; ranges are estimates
689,2026-06-29_PM,POTATO_02,potato,2026-06-29T18:00:00,28.5,room,60,21,95,7.4,32,4.8,478,27.6,55.5,ripe,synthetic_v0,simulated; ranges are estimates
690,2026-06-30_AM,POTATO_02,potato,2026-06-30T06:00:00,29.0,room,62,19,99,4.1,23,1.5,451,29.2,56.2,ripe,synthetic_v0,simulated; ranges are estimates
691,2026-06-30_PM,POTATO_02,potato,2026-06-30T18:00:00,29.5,room,63,18,120,8.1,27,1.5,438,31.0,79.6,ripe,synthetic_v0,simulated; ranges are estimates
692,2026-07-01_AM,POTATO_02,potato,2026-07-01T06:00:00,30.0,room,57,20,137,7.6,53,3.8,288,26.6,58.6,overripe,synthetic_v0,simulated; ranges are estimates
693,2026-07-01_PM,POTATO_02,potato,2026-07-01T18:00:00,30.5,room,70,17,217,5.2,45,4.8,301,30.7,64.6,overripe,synthetic_v0,simulated; ranges are estimates
694,2026-07-02_AM,POTATO_02,potato,2026-07-02T06:00:00,31.0,room,63,16,151,7.6,49,2.4,227,30.2,74.6,overripe,synthetic_v0,simulated; ranges are estimates
695,2026-07-02_PM,POTATO_02,potato,2026-07-02T18:00:00,31.5,room,68,22,183,5.4,53,3.3,257,27.5,67.6,overripe,synthetic_v0,simulated; ranges are estimates
696,2026-07-03_AM,POTATO_02,potato,2026-07-03T06:00:00,32.0,room,68,25,133,6.0,85,3.3,260,27.5,66.4,overripe,synthetic_v0,simulated; ranges are estimates
697,2026-07-03_PM,POTATO_02,potato,2026-07-03T18:00:00,32.5,room,77,24,181,3.7,51,3.3,261,28.4,44.7,overripe,synthetic_v0,simulated; ranges are estimates
698,2026-07-04_AM,POTATO_02,potato,2026-07-04T06:00:00,33.0,room,72,25,486,6.9,114,1.5,65,29.7,58.3,rotten,synthetic_v0,simulated; ranges are estimates
699,2026-07-04_PM,POTATO_02,potato,2026-07-04T18:00:00,33.5,room,80,15,378,7.2,122,5.0,67,30.7,68.1,rotten,synthetic_v0,simulated; ranges are estimates
700,2026-07-05_AM,POTATO_02,potato,2026-07-05T06:00:00,34.0,room,72,17,243,9.0,219,4.8,94,28.5,57.5,rotten,synthetic_v0,simulated; ranges are estimates
701,2026-07-05_PM,POTATO_02,potato,2026-07-05T18:00:00,34.5,room,77,20,451,7.2,136,3.9,93,28.7,56.4,rotten,synthetic_v0,simulated; ranges are estimates
702,2026-06-01_AM,POTATO_03,potato,2026-06-01T06:00:00,0.0,room,68,24,83,9.7,26,3.9,667,30.7,48.8,fresh,synthetic_v0,simulated; ranges are estimates
703,2026-06-01_PM,POTATO_03,potato,2026-06-01T18:00:00,0.5,room,72,31,83,4.5,35,3.9,768,26.1,72.5,fresh,synthetic_v0,simulated; ranges are estimates
704,2026-06-02_AM,POTATO_03,potato,2026-06-02T06:00:00,1.0,room,76,26,80,3.8,29,1.5,683,27.0,48.4,fresh,synthetic_v0,simulated; ranges are estimates
705,2026-06-02_PM,POTATO_03,potato,2026-06-02T18:00:00,1.5,room,69,28,82,9.8,32,3.5,708,28.6,47.5,fresh,synthetic_v0,simulated; ranges are estimates
706,2026-06-03_AM,POTATO_03,potato,2026-06-03T06:00:00,2.0,room,79,25,92,7.3,27,3.3,740,29.6,53.9,fresh,synthetic_v0,simulated; ranges are estimates
707,2026-06-03_PM,POTATO_03,potato,2026-06-03T18:00:00,2.5,room,76,25,86,6.5,30,4.1,641,27.2,59.6,fresh,synthetic_v0,simulated; ranges are estimates
708,2026-06-04_AM,POTATO_03,potato,2026-06-04T06:00:00,3.0,room,75,25,83,8.1,26,4.4,842,29.8,44.2,fresh,synthetic_v0,simulated; ranges are estimates
709,2026-06-04_PM,POTATO_03,potato,2026-06-04T18:00:00,3.5,room,64,26,73,3.7,29,4.6,758,28.0,62.8,fresh,synthetic_v0,simulated; ranges are estimates
710,2026-06-05_AM,POTATO_03,potato,2026-06-05T06:00:00,4.0,room,74,32,82,7.5,35,3.9,658,27.5,65.1,fresh,synthetic_v0,simulated; ranges are estimates
711,2026-06-05_PM,POTATO_03,potato,2026-06-05T18:00:00,4.5,room,75,20,88,6.0,22,2.1,815,27.4,60.1,fresh,synthetic_v0,simulated; ranges are estimates
712,2026-06-06_AM,POTATO_03,potato,2026-06-06T06:00:00,5.0,room,73,33,91,3.4,35,6.3,703,28.1,57.7,fresh,synthetic_v0,simulated; ranges are estimates
713,2026-06-06_PM,POTATO_03,potato,2026-06-06T18:00:00,5.5,room,79,27,84,8.3,32,3.7,698,27.8,50.3,fresh,synthetic_v0,simulated; ranges are estimates
714,2026-06-07_AM,POTATO_03,potato,2026-06-07T06:00:00,6.0,room,80,26,87,2.6,28,3.7,711,29.2,57.0,fresh,synthetic_v0,simulated; ranges are estimates
715,2026-06-07_PM,POTATO_03,potato,2026-06-07T18:00:00,6.5,room,77,29,84,3.9,34,3.4,762,25.9,67.5,fresh,synthetic_v0,simulated; ranges are estimates
716,2026-06-08_AM,POTATO_03,potato,2026-06-08T06:00:00,7.0,room,78,27,86,3.1,27,2.4,643,30.0,54.1,fresh,synthetic_v0,simulated; ranges are estimates
717,2026-06-08_PM,POTATO_03,potato,2026-06-08T18:00:00,7.5,room,80,27,88,10.7,32,4.9,707,27.1,65.5,fresh,synthetic_v0,simulated; ranges are estimates
718,2026-06-09_AM,POTATO_03,potato,2026-06-09T06:00:00,8.0,room,87,25,91,5.3,26,2.0,680,30.1,48.6,fresh,synthetic_v0,simulated; ranges are estimates
719,2026-06-09_PM,POTATO_03,potato,2026-06-09T18:00:00,8.5,room,77,33,85,4.5,36,4.3,691,25.9,66.5,fresh,synthetic_v0,simulated; ranges are estimates
720,2026-06-10_AM,POTATO_03,potato,2026-06-10T06:00:00,9.0,room,78,30,93,4.9,32,3.7,662,27.9,53.4,fresh,synthetic_v0,simulated; ranges are estimates
721,2026-06-10_PM,POTATO_03,potato,2026-06-10T18:00:00,9.5,room,70,28,82,7.5,34,6.1,819,29.2,73.7,fresh,synthetic_v0,simulated; ranges are estimates
722,2026-06-11_AM,POTATO_03,potato,2026-06-11T06:00:00,10.0,room,85,33,96,5.3,34,4.9,702,26.9,58.5,fresh,synthetic_v0,simulated; ranges are estimates
723,2026-06-11_PM,POTATO_03,potato,2026-06-11T18:00:00,10.5,room,68,35,81,8.9,41,2.1,722,31.6,68.7,fresh,synthetic_v0,simulated; ranges are estimates
724,2026-06-12_AM,POTATO_03,potato,2026-06-12T06:00:00,11.0,room,77,34,81,2.3,36,4.8,789,28.8,75.8,fresh,synthetic_v0,simulated; ranges are estimates
725,2026-06-12_PM,POTATO_03,potato,2026-06-12T18:00:00,11.5,room,70,35,79,6.8,38,2.3,640,29.1,54.7,fresh,synthetic_v0,simulated; ranges are estimates
726,2026-06-13_AM,POTATO_03,potato,2026-06-13T06:00:00,12.0,room,71,28,81,7.4,30,5.6,706,27.5,51.6,fresh,synthetic_v0,simulated; ranges are estimates
727,2026-06-13_PM,POTATO_03,potato,2026-06-13T18:00:00,12.5,room,76,31,82,4.5,34,5.1,692,25.6,47.4,fresh,synthetic_v0,simulated; ranges are estimates
728,2026-06-14_AM,POTATO_03,potato,2026-06-14T06:00:00,13.0,room,73,29,75,5.2,30,4.2,681,27.0,71.8,fresh,synthetic_v0,simulated; ranges are estimates
729,2026-06-14_PM,POTATO_03,potato,2026-06-14T18:00:00,13.5,room,76,27,88,7.5,33,4.1,669,30.2,70.3,fresh,synthetic_v0,simulated; ranges are estimates
730,2026-06-15_AM,POTATO_03,potato,2026-06-15T06:00:00,14.0,room,73,29,84,6.2,30,3.4,803,27.3,50.3,fresh,synthetic_v0,simulated; ranges are estimates
731,2026-06-15_PM,POTATO_03,potato,2026-06-15T18:00:00,14.5,room,75,27,82,2.0,33,7.0,772,27.4,61.1,fresh,synthetic_v0,simulated; ranges are estimates
732,2026-06-16_AM,POTATO_03,potato,2026-06-16T06:00:00,15.0,room,73,31,83,9.5,34,4.8,735,30.9,67.2,fresh,synthetic_v0,simulated; ranges are estimates
733,2026-06-16_PM,POTATO_03,potato,2026-06-16T18:00:00,15.5,room,64,37,81,4.6,41,4.9,766,27.6,72.6,fresh,synthetic_v0,simulated; ranges are estimates
734,2026-06-17_AM,POTATO_03,potato,2026-06-17T06:00:00,16.0,room,71,32,72,6.4,33,5.4,728,27.5,60.4,fresh,synthetic_v0,simulated; ranges are estimates
735,2026-06-17_PM,POTATO_03,potato,2026-06-17T18:00:00,16.5,room,74,22,85,8.5,26,5.6,724,27.8,67.0,fresh,synthetic_v0,simulated; ranges are estimates
736,2026-06-18_AM,POTATO_03,potato,2026-06-18T06:00:00,17.0,room,71,28,77,5.9,29,2.4,753,25.5,66.7,fresh,synthetic_v0,simulated; ranges are estimates
737,2026-06-18_PM,POTATO_03,potato,2026-06-18T18:00:00,17.5,room,66,29,73,6.8,35,5.9,694,26.0,64.6,fresh,synthetic_v0,simulated; ranges are estimates
738,2026-06-19_AM,POTATO_03,potato,2026-06-19T06:00:00,18.0,room,71,27,95,7.2,33,4.8,581,26.5,67.9,ripe,synthetic_v0,simulated; ranges are estimates
739,2026-06-19_PM,POTATO_03,potato,2026-06-19T18:00:00,18.5,room,71,28,97,5.3,35,1.9,503,28.9,61.3,ripe,synthetic_v0,simulated; ranges are estimates
740,2026-06-20_AM,POTATO_03,potato,2026-06-20T06:00:00,19.0,room,59,28,84,4.4,35,2.8,543,27.2,60.2,ripe,synthetic_v0,simulated; ranges are estimates
741,2026-06-20_PM,POTATO_03,potato,2026-06-20T18:00:00,19.5,room,66,26,91,4.9,41,8.9,523,28.6,49.0,ripe,synthetic_v0,simulated; ranges are estimates
742,2026-06-21_AM,POTATO_03,potato,2026-06-21T06:00:00,20.0,room,67,24,101,9.2,28,4.8,540,29.5,63.5,ripe,synthetic_v0,simulated; ranges are estimates
743,2026-06-21_PM,POTATO_03,potato,2026-06-21T18:00:00,20.5,room,62,28,93,6.4,42,4.4,608,28.2,50.0,ripe,synthetic_v0,simulated; ranges are estimates
744,2026-06-22_AM,POTATO_03,potato,2026-06-22T06:00:00,21.0,room,63,26,85,7.5,32,5.0,564,28.3,49.1,ripe,synthetic_v0,simulated; ranges are estimates
745,2026-06-22_PM,POTATO_03,potato,2026-06-22T18:00:00,21.5,room,70,25,96,8.8,32,4.7,645,27.8,65.0,ripe,synthetic_v0,simulated; ranges are estimates
746,2026-06-23_AM,POTATO_03,potato,2026-06-23T06:00:00,22.0,room,63,24,91,6.4,28,4.9,577,27.1,65.7,ripe,synthetic_v0,simulated; ranges are estimates
747,2026-06-23_PM,POTATO_03,potato,2026-06-23T18:00:00,22.5,room,59,23,78,4.6,33,5.9,512,27.1,58.5,ripe,synthetic_v0,simulated; ranges are estimates
748,2026-06-24_AM,POTATO_03,potato,2026-06-24T06:00:00,23.0,room,58,27,91,6.1,34,3.2,592,26.8,70.3,ripe,synthetic_v0,simulated; ranges are estimates
749,2026-06-24_PM,POTATO_03,potato,2026-06-24T18:00:00,23.5,room,65,22,91,5.2,27,2.6,573,25.8,47.5,ripe,synthetic_v0,simulated; ranges are estimates
750,2026-06-25_AM,POTATO_03,potato,2026-06-25T06:00:00,24.0,room,61,23,114,7.2,56,3.7,383,26.8,60.9,overripe,synthetic_v0,simulated; ranges are estimates
751,2026-06-25_PM,POTATO_03,potato,2026-06-25T18:00:00,24.5,room,57,25,143,3.8,49,3.0,450,28.6,69.4,overripe,synthetic_v0,simulated; ranges are estimates
752,2026-06-26_AM,POTATO_03,potato,2026-06-26T06:00:00,25.0,room,69,23,169,4.1,46,4.6,452,24.5,51.0,overripe,synthetic_v0,simulated; ranges are estimates
753,2026-06-26_PM,POTATO_03,potato,2026-06-26T18:00:00,25.5,room,64,19,152,5.1,43,2.6,330,27.8,60.8,overripe,synthetic_v0,simulated; ranges are estimates
754,2026-06-27_AM,POTATO_03,potato,2026-06-27T06:00:00,26.0,room,62,27,118,6.1,67,5.8,326,29.7,56.6,overripe,synthetic_v0,simulated; ranges are estimates
755,2026-06-27_PM,POTATO_03,potato,2026-06-27T18:00:00,26.5,room,65,24,147,7.1,71,5.0,415,25.8,63.7,overripe,synthetic_v0,simulated; ranges are estimates
756,2026-06-28_AM,POTATO_03,potato,2026-06-28T06:00:00,27.0,room,60,20,165,8.3,43,2.6,344,27.3,70.0,overripe,synthetic_v0,simulated; ranges are estimates
757,2026-06-28_PM,POTATO_03,potato,2026-06-28T18:00:00,27.5,room,64,17,129,8.1,62,6.7,352,26.7,58.5,overripe,synthetic_v0,simulated; ranges are estimates
758,2026-06-29_AM,POTATO_03,potato,2026-06-29T06:00:00,28.0,room,67,19,140,6.1,42,4.1,373,28.2,55.2,overripe,synthetic_v0,simulated; ranges are estimates
759,2026-06-29_PM,POTATO_03,potato,2026-06-29T18:00:00,28.5,room,63,21,127,4.5,53,3.6,281,26.7,73.0,overripe,synthetic_v0,simulated; ranges are estimates
760,2026-06-30_AM,POTATO_03,potato,2026-06-30T06:00:00,29.0,room,66,21,247,5.7,106,2.6,93,27.6,39.5,rotten,synthetic_v0,simulated; ranges are estimates
761,2026-06-30_PM,POTATO_03,potato,2026-06-30T18:00:00,29.5,room,62,25,370,5.1,168,2.4,204,29.7,60.5,rotten,synthetic_v0,simulated; ranges are estimates
762,2026-07-01_AM,POTATO_03,potato,2026-07-01T06:00:00,30.0,room,78,19,426,9.4,99,2.5,243,27.3,51.7,rotten,synthetic_v0,simulated; ranges are estimates
763,2026-07-01_PM,POTATO_03,potato,2026-07-01T18:00:00,30.5,room,63,22,283,8.6,132,3.5,55,28.8,65.0,rotten,synthetic_v0,simulated; ranges are estimates
764,2026-07-02_AM,POTATO_03,potato,2026-07-02T06:00:00,31.0,room,75,20,143,3.9,108,4.2,176,27.5,49.3,rotten,synthetic_v0,simulated; ranges are estimates
