reading_id,session_id,food_id,food_type,timestamp,days_since_start,storage,mq135_baseline,mq3_baseline,mq135_mean,mq135_std,mq3_mean,mq3_std,fsr_median,temp_c,rh_pct,label,data_source,notes
0,2026-06-01_AM,APPLE_01,apple,2026-06-01T06:00:00,0.0,room,68,26,95,6.7,37,4.5,417,27.5,55.0,fresh,synthetic_v2,simulated; true spoil=0.24
7261,2026-06-29_PM,POTATO_04,potato,2026-06-29T18:00:00,28.5,room,66,21,164,10.6,71,5.3,371,26.7,66.6,overripe,synthetic_v2,simulated; true spoil=0.61
7262,2026-06-30_AM,POTATO_04,potato,2026-06-30T06:00:00,29.0,room,70,20,165,9.3,64,5.2,386,26.4,70.5,overripe,synthetic_v2,simulated; true spoil=0.63
7263,2026-06-30_PM,POTATO_04,potato,2026-06-30T18:00:00,29.5,room,64,26,168,10.3,75,7.0,359,27.7,58.2,overripe,synthetic_v2,simulated; true spoil=0.63
7264,2026-07-01_AM,POTATO_04,potato,2026-07-01T06:00:00,30.0,room,72,25,176,9.5,67,6.2,368,25.9,67.1,overripe,synthetic_v2,simulated; true spoil=0.64
7265,2026-07-01_PM,POTATO_04,potato,2026-07-01T18:00:00,30.5,room,65,23,157,11.1,72,5.8,374,25.5,76.6,overripe,synthetic_v2,simulated; true spoil=0.64
7266,2026-07-02_AM,POTATO_04,potato,2026-07-02T06:00:00,31.0,room,68,18,166,8.0,69,5.4,330,26.9,61.6,overripe,synthetic_v2,simulated; true spoil=0.65
7267,2026-07-02_PM,POTATO_04,potato,2026-07-02T18:00:00,31.5,room,71,21,170,11.5,69,6.0,353,25.3,60.3,overripe,synthetic_v2,simulated; true spoil=0.65
7268,2026-07-03_AM,POTATO_04,potato,2026-07-03T06:00:00,32.0,room,75,19,183,9.4,70,6.3,348,27.4,63.3,overripe,synthetic_v2,simulated; true spoil=0.66
7269,2026-07-03_PM,POTATO_04,potato,2026-07-03T18:00:00,32.5,room,66,18,167,10.3,64,5.8,359,25.3,66.0,overripe,synthetic_v2,simulated; true spoil=0.66
7270,2026-07-04_AM,POTATO_04,potato,2026-07-04T06:00:00,33.0,room,71,19,185,10.7,68,5.3,321,25.4,59.0,overripe,synthetic_v2,simulated; true spoil=0.67
7271,2026-07-04_PM,POTATO_04,potato,2026-07-04T18:00:00,33.5,room,71,25,176,9.1,84,5.3,309,25.6,54.4,overripe,synthetic_v2,simulated; true spoil=0.67
7272,2026-07-05_AM,POTATO_04,potato,2026-07-05T06:00:00,34.0,room,74,23,184,10.4,72,7.9,360,25.3,65.3,overripe,synthetic_v2,simulated; true spoil=0.68
7273,2026-07-05_PM,POTATO_04,potato,2026-07-05T18:00:00,34.5,room,70,22,184,10.7,75,4.7,327,26.3,55.2,overripe,synthetic_v2,simulated; true spoil=0.68
7274,2026-07-06_AM,POTATO_04,potato,2026-07-06T06:00:00,35.0,room,71,24,178,11.6,79,6.4,336,23.8,60.9,overripe,synthetic_v2,simulated; true spoil=0.69
7275,2026-07-06_PM,POTATO_04,potato,2026-07-06T18:00:00,35.5,room,72,22,184,10.5,82,5.5,293,25.7,62.4,overripe,synthetic_v2,simulated; true spoil=0.69
7276,2026-07-07_AM,POTATO_04,potato,2026-07-07T06:00:00,36.0,room,74,22,186,9.4,84,5.1,343,26.3,59.2,overripe,synthetic_v2,simulated; true spoil=0.70
7277,2026-07-07_PM,POTATO_04,potato,2026-07-07T18:00:00,36.5,room,77,23,199,11.1,75,4.6,314,26.0,60.6,overripe,synthetic_v2,simulated; true spoil=0.70
7278,2026-07-08_AM,POTATO_04,potato,2026-07-08T06:00:00,37.0,room,78,24,189,12.5,80,5.3,332,25.8,60.5,overripe,synthetic_v2,simulated; true spoil=0.70
7279,2026-07-08_PM,POTATO_04,potato,2026-07-08T18:00:00,37.5,room,76,24,199,11.7,84,5.6,321,27.3,61.5,overripe,synthetic_v2,simulated; true spoil=0.70
7280,2026-07-09_AM,POTATO_04,potato,2026-07-09T06:00:00,38.0,room,80,21,198,10.5,76,6.4,310,25.9,63.4,overripe,synthetic_v2,simulated; true spoil=0.71
7281,2026-07-09_PM,POTATO_04,potato,2026-07-09T18:00:00,38.5,room,77,18,200,10.8,79,7.9,313,26.8,54.6,overripe,synthetic_v2,simulated; true spoil=0.71
7282,2026-07-10_AM,POTATO_04,potato,2026-07-10T06:00:00,39.0,room,82,25,206,10.9,92,7.3,337,29.4,56.6,overripe,synthetic_v2,simulated; true spoil=0.72
7283,2026-07-10_PM,POTATO_04,potato,2026-07-10T18:00:00,39.5,room,78,21,200,10.5,79,5.5,323,27.5,52.6,overripe,synthetic_v2,simulated; true spoil=0.72
7284,2026-07-11_AM,POTATO_04,potato,2026-07-11T06:00:00,40.0,room,79,23,202,10.7,87,7.8,303,26.0,53.7,overripe,synthetic_v2,simulated; true spoil=0.73
7285,2026-07-11_PM,POTATO_04,potato,2026-07-11T18:00:00,40.5,room,78,23,200,9.9,88,6.7,307,28.5,54.0,overripe,synthetic_v2,simulated; true spoil=0.73
7286,2026-07-12_AM,POTATO_04,potato,2026-07-12T06:00:00,41.0,room,73,24,198,12.4,91,6.5,315,27.0,48.0,overripe,synthetic_v2,simulated; true spoil=0.74
7287,2026-07-12_PM,POTATO_04,potato,2026-07-12T18:00:00,41.5,room,75,23,194,11.3,83,6.0,332,27.5,54.7,overripe,synthetic_v2,simulated; true spoil=0.74
7288,2026-07-13_AM,POTATO_04,potato,2026-07-13T06:00:00,42.0,room,78,24,202,11.4,91,6.7,293,27.0,61.2,overripe,synthetic_v2,simulated; true spoil=0.75
7289,2026-07-13_PM,POTATO_04,potato,2026-07-13T18:00:00,42.5,room,75,26,203,13.4,89,7.0,306,28.5,56.1,overripe,synthetic_v2,simulated; true spoil=0.75
7290,2026-07-14_AM,POTATO_04,potato,2026-07-14T06:00:00,43.0,room,74,25,203,12.8,92,4.5,307,26.8,49.8,overripe,synthetic_v2,simulated; true spoil=0.75
7291,2026-07-14_PM,POTATO_04,potato,2026-07-14T18:00:00,43.5,room,73,26,198,9.5,91,6.6,295,29.6,47.5,overripe,synthetic_v2,simulated; true spoil=0.75
7292,2026-07-15_AM,POTATO_04,potato,2026-07-15T06:00:00,44.0,room,75,25,206,11.9,95,6.5,287,26.3,43.5,overripe,synthetic_v2,simulated; true spoil=0.76
7293,2026-07-15_PM,POTATO_04,potato,2026-07-15T18:00:00,44.5,room,73,24,208,12.7,89,6.8,275,29.8,57.8,overripe,synthetic_v2,simulated; true spoil=0.76
7294,2026-07-16_AM,POTATO_04,potato,2026-07-16T06:00:00,45.0,room,68,24,209,8.9,94,7.0,281,30.2,47.1,overripe,synthetic_v2,simulated; true spoil=0.77
7295,2026-07-16_PM,POTATO_04,potato,2026-07-16T18:00:00,45.5,room,73,28,208,12.9,97,6.3,297,28.5,58.1,overripe,synthetic_v2,simulated; true spoil=0.77
7296,2026-07-17_AM,POTATO_04,potato,2026-07-17T06:00:00,46.0,room,73,27,204,10.9,95,5.9,277,27.9,46.3,overripe,synthetic_v2,simulated; true spoil=0.77
7297,2026-07-17_PM,POTATO_04,potato,2026-07-17T18:00:00,46.5,room,73,26,208,11.2,97,6.9,300,29.2,53.9,overripe,synthetic_v2,simulated; true spoil=0.77
7298,2026-07-18_AM,POTATO_04,potato,2026-07-18T06:00:00,47.0,room,68,27,205,11.9,96,6.1,300,27.8,54.5,overripe,synthetic_v2,simulated; true spoil=0.78
7299,2026-07-18_PM,POTATO_04,potato,2026-07-18T18:00:00,47.5,room,66,29,208,12.6,96,8.4,276,30.5,59.8,overripe,synthetic_v2,simulated; true spoil=0.78
7300,2026-07-19_AM,POTATO_04,potato,2026-07-19T06:00:00,48.0,room,74,27,218,12.2,101,7.2,297,28.9,43.6,ripe,synthetic_v2,simulated; true spoil=0.79
7301,2026-07-19_PM,POTATO_04,potato,2026-07-19T18:00:00,48.5,room,71,25,215,12.1,100,5.9,274,30.8,55.1,ripe,synthetic_v2,simulated; true spoil=0.79
7302,2026-07-20_AM,POTATO_04,potato,2026-07-20T06:00:00,49.0,room,69,28,210,10.2,96,5.9,284,30.7,52.1,rotten,synthetic_v2,simulated; true spoil=0.79
7303,2026-07-20_PM,POTATO_04,potato,2026-07-20T18:00:00,49.5,room,66,27,212,12.3,104,5.6,293,31.3,53.4,rotten,synthetic_v2,simulated; true spoil=0.79
7304,2026-07-21_AM,POTATO_04,potato,2026-07-21T06:00:00,50.0,room,71,32,208,12.7,103,5.5,264,30.9,49.2,rotten,synthetic_v2,simulated; true spoil=0.80
7305,2026-07-21_PM,POTATO_04,potato,2026-07-21T18:00:00,50.5,room,60,29,206,13.1,101,5.7,272,31.1,53.9,rotten,synthetic_v2,simulated; true spoil=0.80
7306,2026-07-22_AM,POTATO_04,potato,2026-07-22T06:00:00,51.0,room,66,28,218,12.2,103,6.8,287,32.7,44.4,rotten,synthetic_v2,simulated; true spoil=0.81
7307,2026-07-22_PM,POTATO_04,potato,2026-07-22T18:00:00,51.5,room,67,26,217,11.3,100,6.3,267,32.2,42.9,rotten,synthetic_v2,simulated; true spoil=0.81
7308,2026-07-23_AM,POTATO_04,potato,2026-07-23T06:00:00,52.0,room,70,30,215,14.0,101,8.0,247,30.8,42.0,rotten,synthetic_v2,simulated; true spoil=0.81
7309,2026-07-23_PM,POTATO_04,potato,2026-07-23T18:00:00,52.5,room,62,32,212,13.1,109,7.9,271,30.5,47.0,rotten,synthetic_v2,simulated; true spoil=0.81
7310,2026-07-24_AM,POTATO_04,potato,2026-07-24T06:00:00,53.0,room,67,28,219,13.5,109,7.0,263,30.6,52.4,rotten,synthetic_v2,simulated; true spoil=0.82
7311,2026-07-24_PM,POTATO_04,potato,2026-07-24T18:00:00,53.5,room,63,30,215,13.0,111,7.4,268,31.8,44.9,rotten,synthetic_v2,simulated; true spoil=0.82
7312,2026-07-25_AM,POTATO_04,potato,2026-07-25T06:00:00,54.0,room,65,29,218,13.6,102,7.7,259,31.3,46.9,overripe,synthetic_v2,simulated; true spoil=0.82
7313,2026-07-25_PM,POTATO_04,potato,2026-07-25T18:00:00,54.5,room,63,31,211,12.2,110,6.5,253,32.2,60.6,overripe,synthetic_v2,simulated; true spoil=0.82
7314,2026-07-26_AM,POTATO_04,potato,2026-07-26T06:00:00,55.0,room,64,26,219,13.0,103,6.8,277,31.8,46.5,rotten,synthetic_v2,simulated; true spoil=0.83
7315,2026-07-26_PM,POTATO_04,potato,2026-07-26T18:00:00,55.5,room,65,29,220,13.1,104,6.8,274,33.7,45.9,rotten,synthetic_v2,simulated; true spoil=0.83
7316,2026-07-27_AM,POTATO_04,potato,2026-07-27T06:00:00,56.0,room,64,28,217,12.3,109,6.7,259,30.2,46.9,rotten,synthetic_v2,simulated; true spoil=0.83
7317,2026-07-27_PM,POTATO_04,potato,2026-07-27T18:00:00,56.5,room,62,27,221,13.2,108,7.4,242,33.4,51.6,rotten,synthetic_v2,simulated; true spoil=0.83
7318,2026-07-28_AM,POTATO_04,potato,2026-07-28T06:00:00,57.0,room,68,27,220,12.1,105,8.8,273,29.7,42.0,rotten,synthetic_v2,simulated; true spoil=0.84
7319,2026-07-28_PM,POTATO_04,potato,2026-07-28T18:00:00,57.5,room,67,31,215,11.8,110,8.4,265,32.1,60.2,rotten,synthetic_v2,simulated; true spoil=0.84
7320,2026-07-29_AM,POTATO_04,potato,2026-07-29T06:00:00,58.0,room,62,32,214,12.6,112,5.1,255,30.9,48.2,rotten,synthetic_v2,simulated; true spoil=0.84
7321,2026-07-29_PM,POTATO_04,potato,2026-07-29T18:00:00,58.5,room,67,27,226,13.8,112,4.5,254,32.4,54.2,rotten,synthetic_v2,simulated; true spoil=0.84
7322,2026-07-30_AM,POTATO_04,potato,2026-07-30T06:00:00,59.0,room,66,27,223,13.0,105,7.6,244,29.2,50.8,rotten,synthetic_v2,simulated; true spoil=0.85
7323,2026-07-30_PM,POTATO_04,potato,2026-07-30T18:00:00,59.5,room,70,34,222,11.2,115,7.9,246,31.2,50.6,rotten,synthetic_v2,simulated; true spoil=0.85
7324,2026-07-31_AM,POTATO_04,potato,2026-07-31T06:00:00,60.0,room,64,25,217,12.7,106,6.4,240,31.1,58.2,rotten,synthetic_v2,simulated; true spoil=0.85
7325,2026-07-31_PM,POTATO_04,potato,2026-07-31T18:00:00,60.5,room,67,28,229,14.9,109,6.9,253,32.5,55.0,rotten,synthetic_v2,simulated; true spoil=0.85
7326,2026-08-01_AM,POTATO_04,potato,2026-08-01T06:00:00,61.0,room,66,28,221,13.1,107,7.3,238,29.1,53.5,rotten,synthetic_v2,simulated; true spoil=0.86
7327,2026-08-01_PM,POTATO_04,potato,2026-08-01T18:00:00,61.5,room,68,29,217,13.2,108,8.0,244,30.1,55.4,rotten,synthetic_v2,simulated; true spoil=0.86
7328,2026-08-02_AM,POTATO_04,potato,2026-08-02T06:00:00,62.0,room,67,25,219,12.8,111,7.4,250,30.3,60.6,rotten,synthetic_v2,simulated; true spoil=0.86
7329,2026-08-02_PM,POTATO_04,potato,2026-08-02T18:00:00,62.5,room,66,25,222,11.8,110,7.7,232,30.1,50.1,rotten,synthetic_v2,simulated; true spoil=0.86
7330,2026-08-03_AM,POTATO_04,potato,2026-08-03T06:00:00,63.0,room,70,28,224,12.1,107,6.5,249,28.5,51.3,rotten,synthetic_v2,simulated; true spoil=0.86
7331,2026-08-03_PM,POTATO_04,potato,2026-08-03T18:00:00,63.5,room,68,27,221,12.3,104,7.6,263,29.6,62.5,rotten,synthetic_v2,simulated; true spoil=0.86
7332,2026-08-04_AM,POTATO_04,potato,2026-08-04T06:00:00,64.0,room,77,26,228,12.1,108,7.0,231,27.1,51.8,rotten,synthetic_v2,simulated; true spoil=0.87
7333,2026-08-04_PM,POTATO_04,potato,2026-08-04T18:00:00,64.5,room,63,26,217,12.2,108,6.1,249,30.3,55.4,rotten,synthetic_v2,simulated; true spoil=0.87
7334,2026-08-05_AM,POTATO_04,potato,2026-08-05T06:00:00,65.0,room,75,25,232,12.8,106,7.4,241,28.3,61.0,rotten,synthetic_v2,simulated; true spoil=0.87
7335,2026-08-05_PM,POTATO_04,potato,2026-08-05T18:00:00,65.5,room,74,26,234,12.1,111,7.1,239,30.6,52.1,rotten,synthetic_v2,simulated; true spoil=0.87
7336,2026-08-06_AM,POTATO_04,potato,2026-08-06T06:00:00,66.0,room,72,26,221,12.2,111,7.9,230,27.5,48.3,rotten,synthetic_v2,simulated; true spoil=0.88
7337,2026-08-06_PM,POTATO_04,potato,2026-08-06T18:00:00,66.5,room,80,25,236,11.8,104,7.1,261,27.3,45.8,rotten,synthetic_v2,simulated; true spoil=0.88
7338,2026-08-07_AM,POTATO_04,potato,2026-08-07T06:00:00,67.0,room,77,22,239,14.0,106,7.4,239,28.4,67.8,rotten,synthetic_v2,simulated; true spoil=0.88
7339,2026-08-07_PM,POTATO_04,potato,2026-08-07T18:00:00,67.5,room,73,22,222,12.1,102,6.7,235,28.3,55.4,rotten,synthetic_v2,simulated; true spoil=0.88
7340,2026-08-08_AM,POTATO_04,potato,2026-08-08T06:00:00,68.0,room,73,24,229,13.8,104,7.2,227,26.9,47.2,rotten,synthetic_v2,simulated; true spoil=0.88
7341,2026-08-08_PM,POTATO_04,potato,2026-08-08T18:00:00,68.5,room,75,25,231,11.7,107,5.2,244,26.8,51.8,rotten,synthetic_v2,simulated; true spoil=0.88
7342,2026-08-09_AM,POTATO_04,potato,2026-08-09T06:00:00,69.0,room,77,22,230,12.8,104,6.7,235,26.5,74.7,rotten,synthetic_v2,simulated; true spoil=0.89
7343,2026-08-09_PM,POTATO_04,potato,2026-08-09T18:00:00,69.5,room,77,24,230,13.2,111,8.4,228,27.5,54.2,rotten,synthetic_v2,simulated; true spoil=0.89
7344,2026-08-10_AM,POTATO_04,potato,2026-08-10T06:00:00,70.0,room,78,20,229,12.0,100,7.6,235,24.5,63.9,rotten,synthetic_v2,simulated; true spoil=0.89
7345,2026-08-10_PM,POTATO_04,potato,2026-08-10T18:00:00,70.5,room,78,23,221,12.2,106,8.2,223,26.2,61.1,rotten,synthetic_v2,simulated; true spoil=0.89
7346,2026-08-11_AM,POTATO_04,potato,2026-08-11T06:00:00,71.0,room,75,23,222,12.5,97,6.9,227,24.0,63.4,rotten,synthetic_v2,simulated; true spoil=0.89
7347,2026-08-11_PM,POTATO_04,potato,2026-08-11T18:00:00,71.5,room,75,21,226,11.8,98,6.5,228,26.0,72.3,rotten,synthetic_v2,simulated; true spoil=0.89
7348,2026-08-12_AM,POTATO_04,potato,2026-08-12T06:00:00,72.0,room,77,24,232,13.0,99,7.8,204,25.7,62.7,rotten,synthetic_v2,simulated; true spoil=0.90
7349,2026-08-12_PM,POTATO_04,potato,2026-08-12T18:00:00,72.5,room,72,24,231,11.9,107,6.6,226,26.1,56.7,rotten,synthetic_v2,simulated; true spoil=0.90
7350,2026-08-13_AM,POTATO_04,potato,2026-08-13T06:00:00,73.0,room,69,23,216,12.9,105,7.0,234,24.4,51.3,rotten,synthetic_v2,simulated; true spoil=0.90
7351,2026-08-13_PM,POTATO_04,potato,2026-08-13T18:00:00,73.5,room,78,20,225,13.5,104,7.3,234,26.2,62.1,rotten,synthetic_v2,simulated; true spoil=0.90
7352,2026-08-14_AM,POTATO_04,potato,2026-08-14T06:00:00,74.0,room,72,22,222,13.8,102,6.4,217,25.3,61.8,rotten,synthetic_v2,simulated; true spoil=0.90
7353,2026-08-14_PM,POTATO_04,potato,2026-08-14T18:00:00,74.5,room,78,23,235,12.7,103,8.2,222,26.4,62.6,rotten,synthetic_v2,simulated; true spoil=0.90
7354,2026-06-01_AM,POTATO_05,potato,2026-06-01T06:00:00,0.0,room,66,25,76,5.7,27,3.9,528,28.6,55.1,fresh,synthetic_v2,simulated; true spoil=0.14
7355,2026-06-01_PM,POTATO_05,potato,2026-06-01T18:00:00,0.5,room,64,22,72,4.2,22,3.1,547,29.8,55.8,fresh,synthetic_v2,simulated; true spoil=0.14
7356,2026-06-02_AM,POTATO_05,potato,2026-06-02T06:00:00,1.0,room,71,27,76,5.3,30,3.9,547,28.5,57.2,fresh,synthetic_v2,simulated; true spoil=0.16
7357,2026-06-02_PM,POTATO_05,potato,2026-06-02T18:00:00,1.5,room,69,26,75,5.9,28,2.1,526,29.4,61.1,fresh,synthetic_v2,simulated; true spoil=0.16
7358,2026-06-03_AM,POTATO_05,potato,2026-06-03T06:00:00,2.0,room,73,29,84,4.6,34,4.2,526,29.5,63.8,fresh,synthetic_v2,simulated; true spoil=0.18
7359,2026-06-03_PM,POTATO_05,potato,2026-06-03T18:00:00,2.5,room,73,25,81,6.7,25,5.3,532,31.1,63.2,fresh,synthetic_v2,simulated; true spoil=0.18
7360,2026-06-04_AM,POTATO_05,potato,2026-06-04T06:00:00,3.0,room,70,29,87,5.3,29,2.7,507,30.3,59.8,fresh,synthetic_v2,simulated; true spoil=0.19
7361,2026-06-04_PM,POTATO_05,potato,2026-06-04T18:00:00,3.5,room,78,28,98,5.2,33,4.1,529,31.4,63.9,fresh,synthetic_v2,simulated; true spoil=0.19
7362,2026-06-05_AM,POTATO_05,potato,2026-06-05T06:00:00,4.0,room,79,27,83,5.9,34,3.6,498,29.2,54.5,fresh,synthetic_v2,simulated; true spoil=0.21
7363,2026-06-05_PM,POTATO_05,potato,2026-06-05T18:00:00,4.5,room,79,27,98,8.2,30,3.1,516,31.6,68.6,fresh,synthetic_v2,simulated; true spoil=0.21
7364,2026-06-06_AM,POTATO_05,potato,2026-06-06T06:00:00,5.0,room,75,26,99,5.0,35,4.0,507,31.2,72.2,fresh,synthetic_v2,simulated; true spoil=0.23
7365,2026-06-06_PM,POTATO_05,potato,2026-06-06T18:00:00,5.5,room,77,28,98,8.1,33,4.7,503,32.8,70.0,fresh,synthetic_v2,simulated; true spoil=0.23
7366,2026-06-07_AM,POTATO_05,potato,2026-06-07T06:00:00,6.0,room,80,26,104,4.7,32,3.8,511,30.3,64.2,fresh,synthetic_v2,simulated; true spoil=0.25
7367,2026-06-07_PM,POTATO_05,potato,2026-06-07T18:00:00,6.5,room,79,28,105,6.2,30,2.7,488,31.0,69.6,fresh,synthetic_v2,simulated; true spoil=0.25
7368,2026-06-08_AM,POTATO_05,potato,2026-06-08T06:00:00,7.0,room,77,27,108,6.9,37,4.0,474,31.5,62.9,fresh,synthetic_v2,simulated; true spoil=0.27
7369,2026-06-08_PM,POTATO_05,potato,2026-06-08T18:00:00,7.5,room,73,29,93,6.2,31,4.9,498,30.5,64.3,fresh,synthetic_v2,simulated; true spoil=0.27
7370,2026-06-09_AM,POTATO_05,potato,2026-06-09T06:00:00,8.0,room,77,26,100,5.6,33,4.3,482,30.9,61.7,fresh,synthetic_v2,simulated; true spoil=0.28
7371,2026-06-09_PM,POTATO_05,potato,2026-06-09T18:00:00,8.5,room,82,27,118,7.2,35,5.3,502,32.1,66.3,fresh,synthetic_v2,simulated; true spoil=0.28
7372,2026-06-10_AM,POTATO_05,potato,2026-06-10T06:00:00,9.0,room,77,29,107,5.6,38,4.4,492,31.3,62.2,fresh,synthetic_v2,simulated; true spoil=0.30
7373,2026-06-10_PM,POTATO_05,potato,2026-06-10T18:00:00,9.5,room,77,28,114,4.1,38,4.6,487,32.2,66.4,fresh,synthetic_v2,simulated; true spoil=0.30
7374,2026-06-11_AM,POTATO_05,potato,2026-06-11T06:00:00,10.0,room,76,29,110,8.0,41,5.3,474,31.5,68.4,fresh,synthetic_v2,simulated; true spoil=0.31
7375,2026-06-11_PM,POTATO_05,potato,2026-06-11T18:00:00,10.5,room,73,29,112,7.0,33,3.8,486,33.2,67.6,fresh,synthetic_v2,simulated; true spoil=0.31
7376,2026-06-12_AM,POTATO_05,potato,2026-06-12T06:00:00,11.0,room,75,25,113,8.2,37,5.2,471,31.2,68.1,ripe,synthetic_v2,simulated; true spoil=0.33
7377,2026-06-12_PM,POTATO_05,potato,2026-06-12T18:00:00,11.5,room,72,33,108,6.5,43,5.4,456,33.0,73.1,ripe,synthetic_v2,simulated; true spoil=0.33
7378,2026-06-13_AM,POTATO_05,potato,2026-06-13T06:00:00,12.0,room,73,28,112,7.3,43,3.2,463,30.8,71.1,ripe,synthetic_v2,simulated; true spoil=0.35
7379,2026-06-13_PM,POTATO_05,potato,2026-06-13T18:00:00,12.5,room,75,29,114,5.5,42,4.9,479,32.2,67.2,ripe,synthetic_v2,simulated; true spoil=0.35
7380,2026-06-14_AM,POTATO_05,potato,2026-06-14T06:00:00,13.0,room,79,27,115,6.2,40,5.0,434,31.0,68.7,ripe,synthetic_v2,simulated; true spoil=0.36
7381,2026-06-14_PM,POTATO_05,potato,2026-06-14T18:00:00,13.5,room,72,29,116,7.3,46,4.3,429,32.1,69.2,ripe,synthetic_v2,simulated; true spoil=0.36
7382,2026-06-15_AM,POTATO_05,potato,2026-06-15T06:00:00,14.0,room,76,25,122,7.6,46,3.3,417,30.7,76.9,ripe,synthetic_v2,simulated; true spoil=0.38
7383,2026-06-15_PM,POTATO_05,potato,2026-06-15T18:00:00,14.5,room,70,27,120,7.4,47,3.4,418,32.1,73.7,ripe,synthetic_v2,simulated; true spoil=0.38
7384,2026-06-16_AM,POTATO_05,potato,2026-06-16T06:00:00,15.0,room,77,25,128,8.7,49,4.2,441,30.3,65.5,ripe,synthetic_v2,simulated; true spoil=0.39
7385,2026-06-16_PM,POTATO_05,potato,2026-06-16T18:00:00,15.5,room,71,31,119,6.1,49,4.8,426,31.2,68.9,ripe,synthetic_v2,simulated; true spoil=0.39
7386,2026-06-17_AM,POTATO_05,potato,2026-06-17T06:00:00,16.0,room,67,30,124,9.2,53,4.4,423,30.2,70.0,ripe,synthetic_v2,simulated; true spoil=0.40
7387,2026-06-17_PM,POTATO_05,potato,2026-06-17T18:00:00,16.5,room,70,31,122,6.1,50,5.0,406,32.5,60.0,ripe,synthetic_v2,simulated; true spoil=0.40
7388,2026-06-18_AM,POTATO_05,potato,2026-06-18T06:00:00,17.0,room,67,23,125,8.0,45,4.2,413,31.1,64.1,ripe,synthetic_v2,simulated; true spoil=0.42
7389,2026-06-18_PM,POTATO_05,potato,2026-06-18T18:00:00,17.5,room,68,31,124,7.3,55,5.5,420,29.5,70.0,ripe,synthetic_v2,simulated; true spoil=0.42
7390,2026-06-19_AM,POTATO_05,potato,2026-06-19T06:00:00,18.0,room,70,27,126,6.8,52,4.7,417,29.4,70.0,ripe,synthetic_v2,simulated; true spoil=0.43
7391,2026-06-19_PM,POTATO_05,potato,2026-06-19T18:00:00,18.5,room,65,30,123,7.0,58,5.4,411,31.0,68.5,ripe,synthetic_v2,simulated; true spoil=0.43
7392,2026-06-20_AM,POTATO_05,potato,2026-06-20T06:00:00,19.0,room,63,27,121,8.3,48,6.8,415,28.8,77.5,ripe,synthetic_v2,simulated; true spoil=0.44
7393,2026-06-20_PM,POTATO_05,potato,2026-06-20T18:00:00,19.5,room,64,27,123,7.8,54,3.5,411,29.5,72.6,ripe,synthetic_v2,simulated; true spoil=0.44
7394,2026-06-21_AM,POTATO_05,potato,2026-06-21T06:00:00,20.0,room,68,27,130,7.3,55,6.3,396,27.3,69.8,ripe,synthetic_v2,simulated; true spoil=0.46
7395,2026-06-21_PM,POTATO_05,potato,2026-06-21T18:00:00,20.5,room,68,27,128,8.1,53,4.0,399,29.0,69.8,ripe,synthetic_v2,simulated; true spoil=0.46
7396,2026-06-22_AM,POTATO_05,potato,2026-06-22T06:00:00,21.0,room,70,27,133,8.5,50,3.8,409,27.8,68.6,ripe,synthetic_v2,simulated; true spoil=0.47
7397,2026-06-22_PM,POTATO_05,potato,2026-06-22T18:00:00,21.5,room,62,30,126,8.4,58,6.1,393,30.3,69.5,ripe,synthetic_v2,simulated; true spoil=0.47
7398,2026-06-23_AM,POTATO_05,potato,2026-06-23T06:00:00,22.0,room,70,28,131,9.1,52,4.1,378,27.5,71.1,ripe,synthetic_v2,simulated; true spoil=0.48
7399,2026-06-23_PM,POTATO_05,potato,2026-06-23T18:00:00,22.5,room,70,27,138,9.1,52,5.2,401,29.4,71.4,ripe,synthetic_v2,simulated; true spoil=0.48
7400,2026-06-24_AM,POTATO_05,potato,2026-06-24T06:00:00,23.0,room,67,26,140,10.0,52,4.3,391,27.0,68.6,ripe,synthetic_v2,simulated; true spoil=0.49
7401,2026-06-24_PM,POTATO_05,potato,2026-06-24T18:00:00,23.5,room,66,23,133,8.7,51,5.4,387,29.0,66.5,ripe,synthetic_v2,simulated; true spoil=0.49
7402,2026-06-25_AM,POTATO_05,potato,2026-06-25T06:00:00,24.0,room,67,23,141,7.8,54,5.0,358,28.2,68.4,ripe,synthetic_v2,simulated; true spoil=0.50
7403,2026-06-25_PM,POTATO_05,potato,2026-06-25T18:00:00,24.5,room,64,27,134,10.2,48,4.6,368,28.3,65.5,ripe,synthetic_v2,simulated; true spoil=0.50
7404,2026-06-26_AM,POTATO_05,potato,2026-06-26T06:00:00,25.0,room,66,24,136,7.0,55,5.5,354,26.9,61.6,ripe,synthetic_v2,simulated; true spoil=0.52
7405,2026-06-26_PM,POTATO_05,potato,2026-06-26T18:00:00,25.5,room,64,24,135,8.9,55,5.3,360,26.1,56.7,ripe,synthetic_v2,simulated; true spoil=0.52
7406,2026-06-27_AM,POTATO_05,potato,2026-06-27T06:00:00,26.0,room,65,21,137,8.5,60,6.1,382,26.8,66.5,fresh,synthetic_v2,simulated; true spoil=0.53
7407,2026-06-27_PM,POTATO_05,potato,2026-06-27T18:00:00,26.5,room,62,20,138,8.2,55,5.8,367,27.2,62.6,fresh,synthetic_v2,simulated; true spoil=0.53
7408,2026-06-28_AM,POTATO_05,potato,2026-06-28T06:00:00,27.0,room,63,25,141,8.8,61,5.2,367,26.7,69.4,overripe,synthetic_v2,simulated; true spoil=0.54
